EngineCoolantTemperature;EngineLoad;RPM;IntakeManifoldPressure;MassAirFlow;IntakeAirTemperature;Speed;ShortTermFuelTrimBank1;ThrottlePosition;TimingAdvance
85;59,6;765;55;6,18;32;0;0,055;24,7;0,561
85;50,6;837;50;5,74;32;0;-0,008;23,9;0,471
86;54,9;814;66;5,88;31;7;-0,008;23,9;0,494
86;65,9;1639;22;18,37;31;12;-0,07;34,1;0,659
86;85,1;1403;21;17;31;17;-0,094;32,5;0,631
86;44,7;1434;75;11,51;31;30;-0,023;31;0,702
86;94,5;2896;69;32,09;30;40;0,031;28,2;0,675
86;82;2081;65;25,54;30;48;-0,016;35,3;0,671
86;54,9;2332;54;18,46;29;49;-0,031;32,5;0,659
86;66,3;2433;38;24,28;29;49;-0,023;34,5;0,702
86;28,2;2409;19;7,67;30;48;0;24,7;0,773
86;31,4;2220;67;11,19;29;48;0,031;29,8;0,761
85;23,9;2419;47;7,64;29;52;0,023;29;0,725
85;55,7;2618;52;21,68;29;55;-0,031;33,7;0,718
85;52,2;1847;39;6,58;29;54;0;0;0,686
84;18;1756;19;4,58;30;54;0;22,4;0,678
84;18;1533;37;3,98;30;29;0,016;21,6;0,624
84;45,9;799;33;4,76;31;0;0,008;22,4;0,557
84;41,6;806;36;4,48;31;5;-0,023;20,8;0,553
84;43,5;807;46;8,21;30;11;0,016;27,1;0,514
84;21,2;1766;73;4,49;30;23;0,078;21,2;0,655
84;86,7;2295;64;30,01;29;35;0,031;36,5;0,675
84;16,9;1766;90;4,75;29;46;0,047;22,4;0,753
84;66,7;2600;51;25,4;29;54;0;34,1;0,698
84;16,5;1813;39;4,65;29;51;0;22,4;0,753
84;57,3;1737;19;14,61;29;52;-0,016;31,4;0,694
84;23,9;1709;33;6,22;29;48;0;24,7;0,631
84;18,4;1575;20;4,14;29;42;0;22;0,667
83;22,4;991;34;2,98;30;35;0,102;19,6;0,576
83;67,8;1188;82;13,86;29;41;0,055;31,4;0,643
83;17,6;1353;19;3,42;29;34;0,023;20,4;0,737
83;52,9;729;53;6,9;29;36;0,031;28,6;0,647
83;80,8;1924;21;23,27;29;41;0,016;34,9;0,671
83;49,8;850;46;5,14;29;43;-0,039;22,4;0,631
83;61,6;1917;53;17,67;28;45;-0,031;32,5;0,686
83;19,6;2378;26;11,62;29;43;0;30,2;0,69
83;40;2079;63;12,51;28;44;-0,031;30,6;0,741
83;27,8;2149;45;11,77;28;45;0,008;31,8;0,733
83;53,7;2263;19;18,09;28;45;-0,008;32,5;0,71
83;34,5;2198;66;11,27;28;46;0,039;29,4;0,737
83;68,6;2444;61;26,78;28;48;0,023;35,3;0,71
83;27,5;1906;22;19,95;28;52;0,062;33,3;0,749
83;18,8;1689;20;4,55;29;44;0;22;0,631
83;54,9;1486;50;12,27;28;47;0,055;30,2;0,675
83;17,6;1540;18;4;28;48;0,031;21,6;0,722
83;17,6;1551;20;4,05;29;43;0;21,6;0,627
83;40,8;927;21;4,42;29;41;-0,031;20;0,467
83;48,6;882;38;5,66;29;38;-0,016;23,5;0,631
83;44,3;839;36;7,34;29;38;0,016;27,1;0,561
83;48,6;1277;28;9,03;29;29;0,031;27,5;0,667
83;37,3;819;34;4,07;30;10;-0,078;20,8;0,58
83;43,5;791;33;4,59;30;3;-0,094;21,2;0,573
83;45,5;790;47;4,79;30;1;-0,062;22;0,549
83;43,5;813;40;5,27;30;0;0,016;22,7;0,525
83;44,7;815;45;5,21;30;0;0,07;22,7;0,537
83;65,9;765;23;7,57;29;0;-0,023;27,5;0,522
83;33,3;1088;78;11,54;28;26;0,062;31,4;0,671
83;71,8;2485;58;26,98;28;33;0;35,3;0,702
83;69,4;1746;66;18,79;28;41;-0,062;32,9;0,69
83;62;2060;28;18,72;28;42;-0,125;32,5;0,69
83;29;1997;24;6,03;28;37;0,016;23,1;0,737
84;95,7;1751;18;24,89;28;32;0;35,7;0,627
84;54,5;1520;89;9,51;28;33;0,055;27,1;0,706
84;100;1748;83;22,13;28;40;0,047;34,9;0,596
84;80,8;2025;63;12,77;28;43;0,023;29,4;0,671
84;36,9;2091;44;17,31;28;42;0,086;32,2;0,745
84;36,1;2077;47;13,31;28;41;0,031;30,2;0,765
84;60,8;2048;30;7,17;28;40;-0,008;25,9;0,69
84;41,2;1983;20;12,08;28;40;0;30,6;0,741
84;19,2;1894;22;5,61;28;34;0;23,5;0,631
84;49,4;1701;39;12,98;28;37;0;30,6;0,71
84;49;1869;20;13,89;28;40;0,07;31;0,71
84;18,4;1873;19;5,27;29;20;0;22,7;0,606
84;43,1;805;34;4,98;29;13;-0,023;20,8;0,502
84;49;750;38;5,71;29;4;-0,016;24,3;0,549
84;44,7;785;40;4,94;30;4;0,031;22;0,545
84;42,7;754;48;4,54;30;4;-0,039;20,8;0,533
85;47,5;805;27;5,16;29;12;-0,039;22,7;0,533
85;23,5;1183;59;7,69;28;20;0,031;30,2;0,698
84;28,6;2041;92;29,71;28;32;0,062;36,1;0,635
84;100;3136;69;58,36;28;43;0;45,5;0,631
84;41,6;2200;31;8,66;28;42;0,023;25,9;0,675
84;25,1;2074;31;11,07;28;44;0,086;30,2;0,631
84;36,5;2146;23;12,86;28;42;0,031;30,2;0,749
84;32,9;1984;40;7,11;28;36;0,062;24,3;0,741
84;17,6;1657;37;4,61;29;24;0,016;22;0,725
83;100;1326;40;20,49;29;13;0;35,3;0,557
83;44,7;784;37;4,97;29;4;0,07;22;0,525
83;55,7;1664;19;13,75;29;14;0,039;31;0,639
83;89,8;1521;62;21,35;28;32;-0,008;34,1;0,647
83;83,9;1769;57;22,78;28;43;0;33,7;0,757
83;62;2215;20;27,96;28;49;0,016;36,1;0,686
83;24,7;1584;18;15;28;56;0,055;31,8;0,663
83;17,6;1866;19;4,93;29;50;0,016;22,7;0,635
83;18;1547;21;4,11;29;40;0;21,6;0,631
83;39,2;807;98;5,03;29;26;0,07;25,9;0,529
83;100;1504;79;25,92;28;42;-0,016;37,6;0,545
83;100;2201;84;33,65;28;45;0,031;38;0,643
82;100;1617;21;26,55;28;49;0,047;36,9;0,576
83;43,1;1598;76;10,48;28;49;-0,016;29,8;0,737
83;92,9;1704;67;23,58;28;50;0;35,3;0,635
83;81,2;1888;19;23;28;52;-0,047;34,5;0,667
83;23,9;1510;35;3,92;28;25;0,039;20,8;0,608
83;43,1;760;35;4,81;29;2;-0,016;22,4;0,588
83;40,4;792;35;4,28;29;0;0,008;20,8;0,565
84;39,2;798;36;4,46;29;0;-0,016;20,8;0,569
84;40,4;813;36;4,72;29;0;-0,016;20,8;0,565
84;43,9;770;42;5,56;29;0;0;24,3;0,573
84;47,5;808;43;5,14;29;0;0,047;22,4;0,553
84;44,3;794;37;4,69;30;0;0,016;21,6;0,486
83;43,9;800;39;4,85;30;0;0,023;21,6;0,518
83;45,9;780;41;5,18;30;0;0,078;23,1;0,525
83;56,9;829;40;5,91;30;0;0,047;24,3;0,482
83;46,7;819;43;5,33;30;0;0,008;23,1;0,553
84;42,4;777;38;4,91;30;22;-0,023;22,4;0,549
85;71;1848;81;21,42;29;44;0,008;34,5;0,714
86;100;2360;63;36,38;29;55;0;38,4;0,651
86;63,1;2738;59;26,3;28;58;0,039;34,9;0,702
86;18,4;2187;22;6,49;28;57;-0,008;23,5;0,604
86;40,4;1903;26;14,9;28;55;0,039;31,4;0,722
86;41,6;1864;48;11,12;28;56;0,062;29,4;0,745
86;60,4;1852;70;16,83;28;56;0,039;32,2;0,69
86;89,4;1888;84;26,87;28;58;0,031;36,1;0,659
85;100;1944;67;25,34;28;60;0,039;35,3;0,62
85;92,5;2050;78;26,88;28;66;-0,039;36,1;0,667
85;86,3;2245;61;29,71;27;71;-0,07;36,5;0,682
85;26,7;2340;18;14,2;28;68;-0,039;30,2;0,71
84;24,7;2196;20;7,72;28;62;0,031;29,8;0,749
84;19,6;1878;45;5,24;28;27;0,016;24,7;0,631
83;18;1846;19;6,51;27;43;0,039;27,8;0,631
83;47,8;1814;54;13,65;27;60;0,039;31;0,718
82;19,2;2047;21;6;27;58;0;24,3;0,765
82;20,4;1811;31;4,94;28;54;0;22,7;0,62
82;18,4;1565;28;3,73;28;50;0,039;21,6;0,631
82;73,7;1220;19;15,49;28;36;0,039;32,2;0,635
82;18,8;1678;20;4,44;28;24;0;22;0,627
82;35,3;1211;19;8,61;28;23;0,062;26,7;0,702
82;35,7;900;41;4,17;28;19;-0,023;20;0,498
82;30,6;1569;44;4,72;28;14;0,102;21,6;0,667
82;47,1;813;49;8,26;28;10;-0,016;27,5;0,502
82;52,2;1871;65;14,92;27;15;0,031;31,4;0,686
82;90,6;1553;70;22,07;27;27;-0,031;34,9;0,631
82;93,7;2990;73;10,17;27;39;0,031;27,8;0,675
82;96,1;2040;82;31,18;27;46;0,023;38;0,655
83;100;2582;84;40,7;27;54;0,031;39,2;0,655
83;100;1848;83;28,96;27;60;-0,031;37,3;0,651
83;90,2;2029;55;30,44;27;62;-0,008;37,3;0,647
84;27,5;2037;23;13,77;27;55;0,008;30,6;0,773
83;18,4;1769;20;4,75;27;51;0,031;22,4;0,631
83;45,1;1709;20;13,95;27;52;-0,023;31,4;0,718
83;19,2;1715;20;5,01;27;42;0;22,7;0,627
83;35,7;720;80;5,09;27;32;-0,008;24,7;0,678
83;100;1676;94;26,09;27;42;0,008;36,5;0,608
83;100;2244;84;30,65;27;52;0,016;36,9;0,612
83;19,2;1875;72;15,09;27;54;0,062;34,9;0,627
83;100;1806;64;29,89;27;57;-0,047;38,4;0,616
83;55,3;1924;56;16,1;27;59;-0,078;31,8;0,718
83;71;1972;53;15,61;27;60;-0,008;31,8;0,678
83;78;2023;46;23,75;27;62;-0,039;34,5;0,678
82;34,5;2065;20;10,81;27;55;0,023;29,4;0,733
82;18;1663;46;5,77;27;22;0,016;23,5;0,635
82;41,6;813;84;4,8;27;28;0,055;22,4;0,62
82;88,2;2745;82;8,55;27;39;0,039;26,7;0,655
82;100;2104;63;33,18;27;52;-0,047;38;0,635
82;77,6;2679;58;31,4;27;61;0;36,5;0,686
83;22,4;2087;21;10,5;27;62;0;26,7;0,725
83;19,6;1960;20;5,57;27;35;0,0155;23,9;0,631
82;39,6;828;38;3,59;28;9;0,031;20,4;0,561
82;43,9;791;42;4,82;28;0;0,016;22;0,561
83;47,5;804;37;5,2;28;0;0,008;22,7;0,533
83;43,1;789;36;4,69;28;0;0,016;21,6;0,541
83;43,1;809;35;4,73;28;0;-0,062;21,2;0,506
83;42,4;802;36;4,7;28;0;-0,016;21,2;0,533
83;49,8;810;40;5,6;28;0;0,008;23,1;0,557
83;45,5;788;40;5,35;28;0;0,047;23,1;0,522
82;43,1;802;38;4,83;29;0;-0,008;21,2;0,529
82;42;787;34;4,77;29;0;-0,078;21,2;0,518
82;43,9;792;36;4,92;29;0;-0,055;21,6;0,553
82;43,1;799;41;5,73;29;0;0,039;24,3;0,569
82;45,5;800;44;5,34;29;0;0,078;23,1;0,553
83;47,1;796;35;4,62;29;0;-0,008;20,8;0,525
83;43,1;795;37;4,86;30;0;0,016;21,6;0,545
83;43,5;806;36;4,84;30;0;0,008;21,6;0,514
83;43,9;800;43;4,97;29;0;0,008;22;0,537
84;46,3;825;52;5,26;29;2;0,07;23,1;0,549
84;73,3;1290;19;11,66;29;13;-0,031;30,6;0,592
84;64,7;1133;40;11,54;29;17;-0,016;29,8;0,651
84;38,4;1914;19;11,21;29;22;-0,07;0;0,714
84;39,6;872;37;4,74;30;21;0,039;21,2;0,482
84;42;810;43;6;30;1;0,094;24,3;0,533
85;43,9;808;44;5,1;30;0;0,078;22,7;0,522
85;49,4;813;50;5,26;30;0;0,016;22,7;0,545
85;45,5;814;34;5,03;30;1;0,055;22,7;0,459
85;44,7;787;35;4,8;31;2;-0,023;22;0,557
85;44,3;789;47;4,9;31;0;-0,055;22;0,545
85;45,1;835;42;5,2;31;0;0,008;22,7;0,514
85;47,1;804;37;5,19;31;0;-0,016;23,1;0,569
86;44,3;792;38;4,81;31;0;0,016;21,6;0,541
86;45,5;791;36;5;31;0;-0,047;22;0,541
86;44,3;779;37;4,9;31;0;-0,055;22;0,518
86;51,8;809;42;5,76;31;0;0,055;23,9;0,6
87;60,8;744;43;6,38;31;0;0,047;25,1;0,557
87;45,9;813;36;4,74;31;1;-0,016;21,2;0,459
87;45,9;781;38;4,87;32;0;0,008;21,6;0,529
88;43,5;777;36;5,16;32;0;-0,055;22;0,537
88;43,9;807;57;5,02;32;0;0;22,4;0,525
88;94,1;1135;20;13,59;31;14;-0,125;31,8;0,58
88;72,9;1233;28;11,93;31;18;-0,016;30,2;0,647
89;29;1689;21;11,83;31;23;0,039;29,8;0,702
89;43,9;872;37;4,71;32;14;-0,055;20,8;0,635
89;45,9;804;37;4,76;32;1;-0,039;21,6;0,561
89;57,6;776;45;5,99;31;0;0,07;24,7;0,443
90;48,2;830;42;5,41;31;0;-0,008;23,1;0,541
90;42,7;807;40;4,83;32;0;-0,008;21,2;0,525
90;43,5;799;37;4,86;32;0;0,016;22;0,549
90;45,5;789;38;4,91;32;0;0,008;22,7;0,533
90;44,7;787;42;4,85;32;0;0,016;24,7;0,514
91;47,1;834;42;5,46;32;0;0,07;23,1;0,569
91;47,8;801;37;5,63;32;0;0,016;23,9;0,576
91;44,7;774;38;4,88;32;0;0,039;22;0,51
92;43,9;812;36;4,79;32;0;-0,047;21,6;0,522
92;45,9;808;50;4,89;32;0;0;22;0,557
92;49,8;805;43;5,68;32;0;-0,031;23,5;0,51
92;45,5;800;38;5,44;32;0;0,047;23,1;0,537
92;43,1;783;38;4,76;32;0;-0,055;21,6;0,529
92;44,3;793;39;5,14;33;0;-0,031;22,4;0,561
92;43,9;804;43;4,82;32;1;-0,047;22;0,545
92;65,5;1514;19;13,97;32;13;-0,055;31;0,518
92;68,2;1189;55;11,51;31;24;-0,016;29,8;0,639
93;47,8;2103;69;8,33;31;34;0,016;25,9;0,71
93;20;1823;50;18,06;31;41;0,055;32,5;0,627
93;70,2;2089;25;11,24;30;46;-0,023;31,4;0,682
93;42,4;2202;31;17,05;30;45;-0,023;32,2;0,733
93;30,2;2185;20;7,39;30;43;-0,008;27,8;0,745
93;18;1346;35;2,83;30;32;0,102;18,4;0,651
93;40,4;800;36;4,52;31;29;-0,047;20,8;0,541
93;37,3;813;36;4,19;31;11;-0,023;20,8;0,565
93;42,4;775;57;4,58;30;16;-0,023;20,8;0,573
93;65,1;1882;39;13,23;30;19;0,031;26,7;0,686
92;72,5;1071;52;11,21;30;26;0,055;30,2;0,631
92;75,3;2424;85;29,46;29;34;0;36,1;0,69
91;100;1810;88;32,17;28;46;-0,031;40;0,588
92;100;2386;78;37,17;28;47;0;38,8;0,643
91;100;1602;69;25,77;28;50;-0,023;36,9;0,576
91;42,4;1664;50;4,72;28;50;-0,047;24,7;0,694
91;90,6;1701;84;22,37;28;50;-0,031;34,5;0,678
91;95,7;1852;55;24,39;28;55;0,023;35,3;0,635
91;39,6;1826;54;6,83;28;54;0;29,4;0,671
91;96,1;1710;77;24,7;28;54;0,055;35,7;0,588
91;98,8;1819;50;23,66;28;55;-0,07;34,5;0,624
91;22,7;1812;20;4,5;28;51;-0,094;22,4;0,698
90;17,6;1656;21;4,38;28;50;0;22;0,631
90;18;1470;21;3,85;29;44;0,0665;0;0,616
89;18,8;1207;22;3,33;29;34;0,133;19,6;0,604
89;24,3;1094;39;3,83;29;28;0;20,4;0,663
89;43,5;753;33;4,63;29;12;-0,055;20,8;0,482
89;37,6;785;34;4,29;29;8;-0,039;20,4;0,592
89;38,4;803;35;4,39;29;0;-0,016;20,8;0,573
89;40,8;797;37;4,39;29;0;-0,023;20,8;0,565
89;44,7;801;41;5;29;0;0,047;22,4;0,569
88;44,3;802;36;4,89;29;0;-0,031;22;0,545
88;39,2;812;33;4,37;30;0;-0,047;20,8;0,549
89;40,4;782;34;4,62;30;0;-0,062;20,8;0,569
89;40,4;799;42;4,55;30;0;0;20,8;0,569
89;45,9;801;39;4,89;30;0;0,031;22,4;0,616
90;46,3;815;36;4,99;30;0;0,039;21,2;0,553
90;43,1;812;35;4,41;30;0;-0,047;20,8;0,608
90;38,4;811;33;4,49;30;0;-0,016;20,8;0,569
91;40,4;792;42;4,5;30;0;0;20,8;0,573
91;45,9;827;43;5,12;30;0;0,023;22,4;0,549
92;48,2;784;34;5,45;30;0;0,109;23,5;0,6
92;40,8;777;43;4,64;30;1;-0,008;20,8;0,553
92;42,4;805;38;4,95;31;0;0,023;21,6;0,533
93;58,8;920;55;9,27;30;12;0,047;29;0,541
93;55,3;2326;59;8,52;30;19;0,07;22,4;0,694
92;63,9;1785;52;17,22;30;31;-0,078;32,2;0,647
92;55,3;2667;34;8,44;30;30;0,031;25,9;0,706
92;41,2;1514;62;9,75;30;32;0,039;30,2;0,651
92;24,3;1571;19;9,65;29;30;0,023;29,8;0,706
92;16,5;1399;34;3,46;30;19;0,062;20,8;0,612
92;43,9;798;36;4,83;30;11;-0,016;22;0,596
93;60,8;927;73;7,76;29;18;-0,039;26,7;0,639
93;89,8;1878;47;26,32;29;26;0;35,7;0,651
93;80,4;1399;23;17,17;29;34;0,039;32,9;0,631
93;18;1600;20;4,25;30;26;0;23,5;0,631
93;18,8;1205;36;3,46;30;17;0,109;19,2;0,686
93;43,1;772;35;4,59;30;0;0,031;21,2;0,549
93;41,2;803;34;4,58;30;0;-0,055;20,8;0,553
94;41,6;810;35;4,67;31;0;-0,062;20,8;0,592
94;41,2;799;38;4,46;30;0;-0,016;20,8;0,549
94;43,9;813;42;4,97;30;0;-0,031;22,4;0,576
94;46,7;817;37;5,25;30;0;0,039;22,7;0,541
94;42,4;803;36;4,9;31;0;-0,031;21,2;0,522
95;44,3;796;37;4,86;31;0;-0,031;21,6;0,522
95;43,5;804;38;4,75;31;0;0;21,6;0,537
96;49;798;44;5,29;31;0;0,023;23,1;0,51
96;52,9;791;45;5,97;31;0;0,062;24,3;0,549
96;43,9;800;39;4,76;31;0;-0,039;22;0,565
97;44,7;771;37;4,95;31;1;-0,016;22,4;0,549
97;44,3;789;39;4,89;31;2;-0,031;22;0,545
97;43,9;807;45;4,86;31;2;0,008;23,9;0,533
97;51,4;804;44;5,81;31;2;0,078;23,5;0,533
97;49;799;38;4,9;31;1;-0,008;22;0,537
96;44,7;801;41;4,95;31;0;0,023;22,4;0,525
89;37,6;1835;20;7,56;30;55;0;25,1;0,741
89;19,6;1822;19;5,42;30;48;0;23,5;0,627
88;17,6;1568;47;4,08;30;44;0;22;0,627
88;18;1434;56;3,98;30;43;0,133;21,2;0,651
87;93,3;1480;56;15,04;29;46;0,078;25,1;0,62
87;65,1;1561;62;18,55;29;50;-0,031;33,3;0,694
86;43,9;1852;50;14,03;29;56;0,008;31,4;0,725
86;38;1864;21;11,69;29;55;0,039;29,8;0,737
86;34,1;1797;51;9,47;29;54;0,039;29;0,761
86;70,2;1815;83;19,19;28;59;0;32,9;0,678
85;37,6;2027;51;11,7;28;61;0,039;28,6;0,682
85;63,1;2073;39;19,81;28;63;0,031;33,3;0,686
85;20,4;2062;27;6,28;28;59;0,031;24,7;0,69
85;20;1924;19;5,61;29;54;0;23,5;0,631
85;18,4;1770;20;4,87;29;49;0;22,7;0,631
84;17,6;1476;37;3,87;29;28;0,055;21,2;0,624
84;42;783;35;4,52;29;10;0,07;21,2;0,561
84;44,7;768;50;4,92;29;14;-0,023;25,1;0,553
84;74,1;1401;19;15,91;28;23;-0,023;32,2;0,651
84;82,4;1216;83;14,95;28;32;-0,008;32,2;0,631
84;56,5;1696;67;17,34;28;38;-0,047;32,2;0,682
84;84,7;1982;61;25,6;28;46;0;35,3;0,667
84;64,7;2331;48;9,22;28;48;-0,078;27,1;0,702
84;62;2415;24;15,17;28;51;-0,039;32,2;0,71
84;18,8;2431;32;6,82;28;48;0;25,5;0,698
84;40,4;2267;22;13,85;28;45;-0,016;31;0,737
84;30,6;2184;20;9,91;28;44;0,039;28,2;0,757
84;33,7;2068;38;10,39;28;43;0,047;29;0,749
85;52,2;2110;38;16,94;28;45;0,023;32,2;0,706
85;22;2193;38;11,37;28;44;0,055;27,8;0,745
85;46,7;2192;28;15,44;28;44;-0,047;31,4;0,718
85;34,1;2168;28;11,4;28;42;0,031;29,4;0,745
85;19,2;1970;30;5,79;28;40;0,039;26,3;0,635
85;44,7;1926;20;13,06;28;34;0;25,1;0,71
85;18;1565;38;3,94;29;18;0,016;21,6;0,631
85;37,3;803;44;4,32;29;9;-0,016;20,4;0,6
85;46,3;803;41;5,19;29;0;0,016;23,1;0,518
85;46,3;815;41;5,18;29;0;-0,016;23,1;0,529
86;42,4;791;37;4,69;30;0;-0,016;21,2;0,541
86;42,7;806;38;4,75;30;0;0;21,6;0,525
86;43,5;805;36;4,79;30;0;-0,016;22;0,533
87;43,5;798;45;4,96;30;0;-0,055;21,6;0,529
87;67,8;1991;66;20,81;29;0;0;34,1;0,624
87;18,8;1777;80;4,54;29;16;-0,008;21,6;0,624
88;96,9;2406;20;37,17;29;25;0,016;38,4;0,659
88;67,5;1845;64;22,37;29;39;0;34,9;0,706
88;81,6;2330;58;28,9;28;53;-0,039;36,1;0,682
88;18,4;2632;49;11,75;28;56;0,047;31,8;0,788
88;18;2655;19;7,41;28;45;0;25,9;0,729
88;19,6;1993;28;5,52;29;21;0;23,5;0,635
88;38;808;67;4,1;29;23;0,039;20,8;0,553
88;90,2;2383;19;33,77;28;38;-0,016;37,6;0,678
88;73,7;2041;19;22,2;28;45;0,016;34,1;0,678
88;23,1;2112;19;7,21;29;32;0;24,3;0,631
87;18,4;1099;65;2,22;28;35;-0,031;19,2;0,604
87;78,8;1681;52;19,72;28;38;-0,0155;33,3;0,663
88;32,5;1905;18;7,48;28;34;0;24,3;0,686
87;17,6;1441;36;3,74;28;31;0,016;21,2;0,616
87;21,6;1349;42;3,61;28;28;-0,008;21,6;0,608
87;50,6;1389;21;10,51;28;26;-0,023;29;0,678
87;19,6;1234;33;3,33;29;24;0,148;19,6;0,608
88;40,4;802;42;4,26;29;22;-0,008;20,4;0,537
88;43,5;800;36;4,82;30;6;-0,039;22;0,584
88;44,3;797;56;4,99;30;3;-0,047;22,4;0,58
88;69,4;1588;54;15,68;29;1;-0,078;31,8;0,596
88;81,2;1450;41;13,73;29;15;0,039;32,2;0,612
88;11,4;1287;36;2,88;29;12;-0,023;18,4;0,514
88;56,1;1066;50;8,3;29;18;-0,039;27,8;0,608
89;43,9;1515;39;10,13;29;20;-0,055;29;0,71
89;47,8;1730;25;7,8;29;17;0,031;25,1;0,706
89;32,9;1441;22;11,25;29;14;0,0075;25,1;0,718
89;25,9;1111;54;4,2;29;14;-0,016;22,4;0,541
91;60,4;1340;42;12,6;29;9;-0,047;30,2;0,58
91;43,9;781;61;4,82;30;5;-0,023;21,6;0,569
92;67,8;844;47;6,83;29;10;0,047;25,5;0,427
92;54,5;1732;70;13,85;29;16;-0,047;31;0,694
92;92,2;1702;19;24,24;29;32;-0,023;35,7;0,627
93;26,7;1450;63;11,96;29;36;0,039;31,8;0,663
93;53,3;1813;30;14,41;29;36;-0,078;31;0,702
93;55,7;1837;35;15,35;28;40;-0,016;31,4;0,698
93;36,1;1938;41;11,75;28;41;0,023;29,8;0,729
93;27,5;1973;19;5,15;28;35;0;23,5;0,725
93;61,2;1858;19;16,46;28;43;0,062;32,2;0,69
93;20;2104;20;6,26;29;27;0;24,7;0,631
92;18,4;1169;56;3,41;29;23;0;18,8;0,604
92;24,3;1255;22;3,24;29;22;0,062;20,4;0,522
92;52,2;829;91;5,61;29;19;-0,008;23,1;0,627
92;100;1128;19;18,58;29;22;-0,008;36,1;0,51
92;37,6;861;36;4,3;29;7;-0,039;20,4;0,533
91;38;792;92;4,41;29;13;-0,039;20,8;0,573
91;100;1533;19;29,05;28;28;-0,016;41,6;0,533
90;61,2;1517;47;13,38;28;45;-0,055;30,6;0,682
90;60,8;1503;61;13,8;28;48;0,023;31;0,678
89;70,6;1619;35;15;28;47;0;27,8;0,675
89;15,7;1547;20;3,92;28;42;0,117;21,6;0,749
88;19,2;1255;33;3,48;29;20;0,164;19,6;0,6
88;95,7;1019;98;15,78;28;30;0,039;34,1;0,6
88;85,5;1618;66;22,09;28;40;0;34,5;0,631
88;91;2072;84;27,22;27;51;-0,016;36,1;0,667
87;19,6;1990;77;5,63;27;50;0,055;23,1;0,596
86;45,5;770;58;4,98;28;21;0,039;22,4;0,573
85;98,4;1196;81;17,87;28;33;0,055;34,1;0,604
85;100;1928;56;29,58;27;45;0,016;37,3;0,62
85;20,8;2172;34;6,17;28;53;-0,016;23,9;0,631
85;44,7;784;40;4,87;29;18;0,016;21,6;0,592
85;45,5;771;20;5,63;28;19;-0,039;26,7;0,545
86;45,5;1694;65;11,36;28;30;0,039;29,8;0,729
85;21,2;1870;69;5,21;27;41;-0,008;22,7;0,631
85;82,4;2119;69;26,27;27;52;0,016;35,7;0,675
85;87,8;2680;20;38,82;27;58;-0,07;38;0,678
85;79,6;1955;72;24,6;27;60;0;34,9;0,671
85;56,5;2067;65;16,42;27;62;0,055;31,8;0,667
86;89,8;2062;65;27,63;27;61;0,031;36,1;0,667
85;76,5;2019;20;23,19;27;56;-0,039;34,5;0,675
85;19,6;1818;20;5,05;28;50;0;22,7;0,631
85;16,1;1476;21;6,87;28;44;-0,016;27,8;0,616
85;30,6;1456;72;5,23;27;46;0,062;21,6;0,722
85;44,3;1559;55;14,95;27;50;-0,039;31,8;0,671
85;49,4;1668;42;12,04;27;50;-0,055;29,8;0,702
84;23,1;1626;20;3,98;27;42;0;22;0,725
84;28,6;1252;38;3,85;28;15;0,102;19,6;0,561
84;89,4;1200;76;14,54;27;27;0,07;31,4;0,584
84;19,2;1719;83;4,68;27;31;-0,016;22;0,624
84;100;1681;69;27,97;27;41;0,055;38,4;0,584
84;48,2;2020;65;20,22;27;44;0,047;33,3;0,694
84;20;2101;20;6,28;27;22;0;24,3;0,604
84;40;878;81;4,53;27;21;0,031;20,8;0,514
84;100;2192;58;36,86;27;32;0,016;40;0,635
84;79,2;1722;20;20,76;27;38;-0,023;33,7;0,663
85;37,6;1936;21;11,15;27;40;0;29,4;0,725
85;19,2;1981;19;5,84;28;35;0;23,9;0,631
85;18,4;1240;39;3,63;28;9;0,086;18;0,749
85;43,9;791;76;9,19;28;15;-0,008;29;0,514
85;100;1487;22;26,86;28;18;0;59,2;0,522
85;45,5;838;33;5,15;28;5;0,039;22,7;0,502
86;40,8;787;36;4,59;29;6;-0,023;20,8;0,561
86;41,2;786;34;4,53;29;11;-0,055;20,8;0,561
86;43,5;783;34;4,49;29;14;-0,07;20,8;0,561
86;65,9;1051;43;10,14;28;17;0,031;29;0,639
87;14,5;1373;24;2,71;28;15;0,102;20;0,741
87;18,4;1367;19;3,69;28;19;0,156;20,8;0,627
87;18,8;1566;20;7,01;28;22;0,016;27,5;0,635
87;22,7;996;42;2,74;29;11;0,102;20,4;0,588
87;42,4;819;63;5,42;28;15;-0,016;25,9;0,522
88;69,4;1424;32;8,9;28;13;-0,094;27,5;0,635
88;40,4;793;37;4,56;29;7;0,031;21,2;0,475
88;42;790;33;4,44;29;0;-0,047;20,8;0,569
88;43,9;791;37;4,75;29;0;-0,047;21,2;0,541
88;40,8;803;35;4,77;29;0;0;21,2;0,525
88;46,7;794;42;5,25;29;0;0,086;22,7;0,506
89;44,7;810;37;4,93;29;0;0,055;22,4;0,525
90;0;0;100;0;32;0;0;29,4;0,631
90;0;0;100;0;33;0;0;29,4;0,631
90;0;0;100;0;33;0;0;29,4;0,631
90;0;0;100;0;33;0;0;29,4;0,631
90;0;0;100;0;34;0;0;29,4;0,631
91;0;0;100;0;34;0;0;29,4;0,631
82;100;1013;62;14,29;33;0;0,008;34,5;0,467
